Fecha,Region,Estado,Municipio,Estacion,Permiso CRE,Direccion,Regular,Premium,Diesel
2026-08-17,No especificado,No especificado,No especificado,,PL/9694/EXP/ES/2015,,23.85,28.80,
2026-08-17,No especificado,No especificado,No especificado,,PL/9693/EXP/ES/2015,,24.00,,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/9692/EXP/ES/2015,,23.49,28.29,
2026-08-17,No especificado,No especificado,No especificado,,PL/9691/EXP/ES/2015,,23.99,,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/9690/EXP/ES/2015,,23.99,28.49,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/969/EXP/ES/2015,,24.00,28.50,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/9689/EXP/ES/2015,,23.99,29.55,27.49
2026-08-17,No especificado,No especificado,No especificado,,PL/9688/EXP/ES/2015,,22.89,27.99,25.39
2026-08-17,No especificado,No especificado,No especificado,,PL/9687/EXP/ES/2015,,23.39,28.19,26.79
2026-08-17,No especificado,No especificado,No especificado,,PL/9686/EXP/ES/2015,,23.99,24.99,23.29
2026-08-17,No especificado,No especificado,No especificado,,PL/9685/EXP/ES/2015,,22.89,27.99,
2026-08-17,No especificado,No especificado,No especificado,,PL/9684/EXP/ES/2015,,23.99,29.49,26.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9683/EXP/ES/2015,,23.99,28.39,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/9682/EXP/ES/2015,,22.89,27.29,26.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9681/EXP/ES/2015,,23.99,28.89,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/9680/EXP/ES/2015,,23.37,27.59,
2026-08-17,No especificado,No especificado,No especificado,,PL/968/EXP/ES/2015,,23.99,28.45,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/9679/EXP/ES/2015,,23.28,23.97,26.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9678/EXP/ES/2015,,23.99,28.99,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/9677/EXP/ES/2015,,23.44,27.74,26.85
2026-08-17,No especificado,No especificado,No especificado,,PL/9676/EXP/ES/2015,,23.79,29.99,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/9675/EXP/ES/2015,,23.99,27.99,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/9674/EXP/ES/2015,,22.99,26.99,
2026-08-17,No especificado,No especificado,No especificado,,PL/9673/EXP/ES/2015,,22.95,27.50,
2026-08-17,No especificado,No especificado,No especificado,,PL/9672/EXP/ES/2015,,24.99,29.99,
2026-08-17,No especificado,No especificado,No especificado,,PL/9671/EXP/ES/2015,,19.99,22.99,
2026-08-17,No especificado,No especificado,No especificado,,PL/9670/EXP/ES/2015,,24.50,30.50,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/967/EXP/ES/2015,,21.39,28.99,
2026-08-17,No especificado,No especificado,No especificado,,PL/9669/EXP/ES/2015,,23.98,28.78,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/9668/EXP/ES/2015,,19.99,,26.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9667/EXP/ES/2015,,23.99,27.99,26.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9666/EXP/ES/2015,,23.65,27.25,
2026-08-17,No especificado,No especificado,No especificado,,PL/9665/EXP/ES/2015,,23.99,29.97,
2026-08-17,No especificado,No especificado,No especificado,,PL/9664/EXP/ES/2015,,23.97,29.63,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/9663/EXP/ES/2015,,23.99,,26.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9662/EXP/ES/2015,,21.99,26.99,24.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9660/EXP/ES/2015,,23.99,29.97,
2026-08-17,No especificado,No especificado,No especificado,,PL/966/EXP/ES/2015,,23.99,28.89,27.00
2026-08-17,No especificado,No especificado,No especificado,,PL/9659/EXP/ES/2015,,20.59,,26.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9658/EXP/ES/2015,,23.99,27.99,26.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9657/EXP/ES/2015,,19.79,25.39,26.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9656/EXP/ES/2015,,20.15,,26.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9655/EXP/ES/2015,,20.15,25.39,
2026-08-17,No especificado,No especificado,No especificado,,PL/9654/EXP/ES/2015,,19.75,25.39,26.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9653/EXP/ES/2015,,19.79,25.39,26.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9652/EXP/ES/2015,,23.99,28.59,27.29
2026-08-17,No especificado,No especificado,No especificado,,PL/9651/EXP/ES/2015,,20.99,,26.99
2026-08-17,No especificado,No especificado,No especificado,,PL/9650/EXP/ES/2015,,20.70,,26.99
